Identifier,Type,AttributeType,Sequence,Displayable,Searchable,Comparable,Facetable,STOREDISPLAY,Merchandisable,AttributeField1,AttributeField2,AttributeField3,LanguageId,Name,Description,SecondaryDescription,AssociatedKeyword,Field1,Footnote,UnitOfMeasure,Store,HeaderName,MultiLang,MultiValue,MinOcurrences,MaxLength,LkupType,AttrValPrefix,LkupTableName,SequencingEnabled,FacetableMultiSelect
EMR Lockable,STRING,1,3251,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Lockable,EMR Lockable,,,,,,EMR,Lockable,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Lockable Lookup Table,TRUE,TRUE
EMR Logic function,STRING,1,3252,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Logic function,EMR Logic function,,,,,,EMR,Logic function,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Logic function Lookup Table,TRUE,TRUE
EMR Magnetic piston,STRING,1,3253,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Magnetic piston,EMR Magnetic piston,,,,,,EMR,Magnetic piston,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Magnetic piston Lookup Table,TRUE,TRUE
EMR Manometer housing diameter,STRING,1,3254,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Manometer housing diameter,EMR Manometer housing diameter,,,,,,EMR,Manometer housing diameter,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Manometer housing diameter Lookup Table,TRUE,TRUE
EMR Material Gripper,STRING,1,3255,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Material Gripper,EMR Material Gripper,,,,,,EMR,Material Gripper,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Material Gripper Lookup Table,TRUE,TRUE
EMR Pipe material,STRING,1,3256,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Pipe material,EMR Pipe material,,,,,,EMR,Pipe material,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Pipe material Lookup Table,TRUE,TRUE
EMR Protection class,STRING,1,3257,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Protection class,EMR Protection class,,,,,,EMR,Protection class,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Protection class Lookup Table,TRUE,TRUE
EMR Return type,STRING,1,3258,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Return type,EMR Return type,,,,,,EMR,Return type,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Return type Lookup Table,TRUE,TRUE
EMR Scraper,STRING,1,3259,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Scraper,EMR Scraper,,,,,,EMR,Scraper,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Scraper Lookup Table,TRUE,TRUE
EMR Shielding,STRING,1,3260,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Shielding,EMR Shielding,,,,,,EMR,Shielding,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Shielding Lookup Table,TRUE,TRUE
EMR Signal connection size,STRING,1,3261,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Signal connection size,EMR Signal connection size,,,,,,EMR,Signal connection size,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Signal connection size Lookup Table,TRUE,TRUE
EMR Silencer material,STRING,1,3262,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Silencer material,EMR Silencer material,,,,,,EMR,Silencer material,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Silencer material Lookup Table,TRUE,TRUE
EMR Slot width,STRING,1,3263,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Slot width,EMR Slot width,,,,,,EMR,Slot width,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Slot width Lookup Table,TRUE,TRUE
EMR Stop,STRING,1,3264,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Stop,EMR Stop,,,,,,EMR,Stop,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Stop Lookup Table,TRUE,TRUE
EMR Suitable for cylinder norm,STRING,1,3265,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Suitable for cylinder norm,EMR Suitable for cylinder norm,,,,,,EMR,Suitable for cylinder norm,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Suitable for cylinder norm Lookup Table,TRUE,TRUE
EMR Suitable piston rod thread,STRING,1,3266,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Suitable piston rod thread,EMR Suitable piston rod thread,,,,,,EMR,Suitable piston rod thread,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Suitable piston rod thread Lookup Table,TRUE,TRUE
EMR Thread type,STRING,1,3267,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Thread type,EMR Thread type,,,,,,EMR,Thread type,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Thread type Lookup Table,TRUE,TRUE
EMR Version,STRING,1,3268,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Version,EMR Version,,,,,,EMR,Version,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Version Lookup Table,TRUE,TRUE
EMR Version Manometer,STRING,1,3269,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Version Manometer,EMR Version Manometer,,,,,,EMR,Version Manometer,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Version Manometer Lookup Table,TRUE,TRUE
EMR Local Display,STRING,2,3270,TRUE,FALSE,FALSE,TRUE,,FALSE,,,,-1,Local Display,EMR Local Display,,,,,,EMR,Local Display,TRUE,50,0,60,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Filter porosity,STRING,1,3271,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Filter porosity,EMR Filter porosity,,,,,,EMR,Filter porosity,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Filter porosity Lookup Table,TRUE,TRUE
EMR Rotary joint,STRING,1,3272,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Rotary joint,EMR Rotary joint,,,,,,EMR,Rotary joint,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Rotary joint Lookup Table,FALSE,TRUE
EMR Throttle direction,STRING,1,3273,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Throttle direction,EMR Throttle direction,,,,,,EMR,Throttle direction,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Throttle direction Lookup Table,TRUE,TRUE
EMR AliasPartnumbers,STRING,2,3274,FALSE,TRUE,FALSE,FALSE,,FALSE,,,,-1,AliasPartnumbers,EMR AliasPartnumbers,,,,,,EMR,AliasPartnumbers,FALSE,1,0,2000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR AttrSequencing,STRING,2,3275,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,-1,AttrSequencing,EMR AttrSequencing,,,,,,EMR,AttrSequencing,FALSE,100,,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,FALSE,FALSE
EMR Subscription B2B Discount,STRING,2,3276,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Subscription B2B Discount,EMR Subscription B2B Discount,,,,,,EMR,Subscription B2B Discount,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Subscription B2C Discount,STRING,2,3277,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Subscription B2C Discount,EMR Subscription B2C Discount,,,,,,EMR,Subscription B2C Discount,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Subscription Duration,STRING,1,3278,TRUE,FALSE,FALSE,FALSE,,TRUE,,,,-1,Subscription Duration,EMR Subscription Duration,,,,,,EMR,Subscription Duration,TRUE,50,0,50,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Subscription Duration Lookup Table,,TRUE
EMR Installation Included,STRING,1,3279,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Installation Included,EMR Installation Included,,,,,,EMR,Installation Included,TRUE,50,0,50,LOOKUP_TABLE,Attribute_Dictionary_Defining_Attributes_All_EMR_Extended_Attributes,Installation Included Lookup Table,,FALSE
EMR Model String,STRING,2,3280,FALSE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Model String,EMR Model String,,,,,,EMR,Model String,FALSE,50,,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,TRUE,FALSE
EMR Bolt,STRING,2,3281,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Bolt,EMR Bolt,,,,,,EMR,Bolt,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Compressor Type,STRING,2,3282,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Compressor Type,EMR Compressor Type,,,,,,EMR,Compressor Type,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Displacement,STRING,2,3283,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Displacement,EMR Displacement,,,,,,EMR,Displacement,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Electrical Data,STRING,2,3284,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Electrical Data,EMR Electrical Data,,,,,,EMR,Electrical Data,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Grommet,STRING,2,3285,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Grommet,EMR Grommet,,,,,,EMR,Grommet,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Gross Weight,STRING,2,3286,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Gross Weight,EMR Gross Weight,,,,,,EMR,Gross Weight,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Hinged  Door Chassis,STRING,2,3287,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Hinged  Door Chassis,EMR Hinged  Door Chassis,,,,,,EMR,Hinged  Door Chassis,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Liquid Line connection,STRING,2,3288,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Liquid Line connection,EMR Liquid Line connection,,,,,,EMR,Liquid Line connection,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Maximum capacity,STRING,2,3289,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Maximum capacity,EMR Maximum capacity,,,,,,EMR,Maximum capacity,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Modulation,STRING,1,3290,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Modulation,EMR Modulation,,,,,,EMR,Modulation,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Modulation Lookup Table,,TRUE
EMR No of Return Gas Connection,STRING,2,3291,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,No. of Return Gas Connection,EMR No of Return Gas Connection,,,,,,EMR,No. of Return Gas Connection,TRUE,1,0,20,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Oil Separator,STRING,2,3292,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Oil Separator,EMR Oil Separator,,,,,,EMR,Oil Separator,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Oil Type,STRING,2,3293,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Oil Type,EMR Oil Type,,,,,,EMR,Oil Type,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Return Gas connection,STRING,2,3294,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Return Gas connection,EMR Return Gas connection,,,,,,EMR,Return Gas connection,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Spacer,STRING,2,3295,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Spacer,EMR Spacer,,,,,,EMR,Spacer,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Spring Spacer,STRING,2,3296,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Spring Spacer,EMR Spring Spacer,,,,,,EMR,Spring Spacer,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Steel External Mount,STRING,2,3297,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Steel External Mount,EMR Steel External Mount,,,,,,EMR,Steel External Mount,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Tube mounting Sleeve,STRING,2,3298,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Tube-mounting Sleeve,EMR Tube mounting Sleeve,,,,,,EMR,Tube-mounting Sleeve,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Low Ambient Kit,STRING,2,3299,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Low Ambient Kit,EMR Low Ambient Kit,,,,,,EMR,Low Ambient Kit,TRUE,1,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Configuration Number,STRING,2,3300,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Configuration Number,EMR Configuration Number,,,,,,EMR,Configuration Number,FALSE,50,0,1000,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Separate condenser,STRING,2,3301,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Separate condenser,EMR Separate condenser,,,,,,EMR,Separate condenser,FALSE,50,0,50,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Communication Slots,STRING,1,3303,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Expansion Slots,EMR Communication Slots,,,,,,EMR,Expansion Slots,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Communication Slots Lookup Table,TRUE,TRUE
EMR Ethernet,STRING,2,3304,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Ethernet,EMR Ethernet,,,,,,EMR,Ethernet,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR IO Points,STRING,2,3305,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,I/O Points,EMR IO Points,,,,,,EMR,I/O Points,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Managed,STRING,1,3306,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Managed,EMR Managed,,,,,,EMR,Managed,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,IO Points Lookup Table,,TRUE
EMR Motor Power,STRING,2,3307,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Motor Power,EMR Motor Power,,,,,,EMR,Motor Power,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Processor,STRING,2,3308,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Processor,EMR Processor,,,,,,EMR,Processor,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Serial Interfaces,STRING,2,3309,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Serial Interfaces,EMR Serial Interfaces,,,,,,EMR,Serial Interfaces,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Slots,STRING,2,3310,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Slots,EMR Slots,,,,,,EMR,Slots,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Sunlight Readable,STRING,1,3311,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,Sunlight Readable,EMR Sunlight Readable,,,,,,EMR,Sunlight Readable,TRUE,1,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Slots Lookup Table,,TRUE
EMR Touch Screen Type,STRING,2,3312,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Touch Screen Type,EMR Touch Screen Type,,,,,,EMR,Touch Screen Type,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR USB,STRING,2,3313,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,USB,EMR USB,,,,,,EMR,USB,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR VAC,STRING,2,3314,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,VAC,EMR VAC,,,,,,EMR,VAC,TRUE,1,0,100,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR IO Type,STRING,1,3315,TRUE,TRUE,TRUE,TRUE,,TRUE,,,,-1,IO Type,EMR IO Type,,,,,,EMR,IO Type,TRUE,5,0,100,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,IO Type Lookup Table,,TRUE
EMR Seal Model Type,STRING,1,3316,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Seal Model Type,EMR Seal Model Type,,,,,,EMR,Seal Model Type,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Seal Model Type Lookup Table,,TRUE
EMR Design Code Pipe Schedule,STRING,1,3317,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Design Code Pipe Schedule,EMR Design Code Pipe Schedule,,,,,,EMR,Design Code Pipe Schedule,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Design Code Pipe Schedule Lookup Table,,TRUE
EMR Process Temperature,STRING,1,3318,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Process Temperature,EMR Process Temperature,,,,,,EMR,Process Temperature,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Process Temperature Lookup Table,,TRUE
EMR Wetted Surface Finish,STRING,1,3319,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Wetted Surface Finish,EMR Wetted Surface Finish,,,,,,EMR,Wetted Surface Finish,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Wetted Surface Finish Lookup Table,,TRUE
EMR Holding Force,STRING,2,3320,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Holding Force,EMR Holding Force,,,,,,EMR,Holding Force,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Functional principle,STRING,2,3321,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Functional principle,EMR Functional principle,,,,,,EMR,Functional principle,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Electrical Connection Type,STRING,2,3322,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Electrical Connection Type,EMR Electrical Connection Type,,,,,,EMR,Electrical Connection Type,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Maintenance Unit Parts,STRING,2,3323,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Maintenance Unit Parts,EMR Maintenance Unit Parts,,,,,,EMR,Maintenance Unit Parts,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Rotation Speed Speed max.,STRING,2,3324,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Rotation Speed Speed max.,EMR Rotation Speed Speed max.,,,,,,EMR,Rotation Speed Speed max.,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Max. working pressure at 20C,STRING,2,3325,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Max. working pressure at [[20]&deg;C],EMR Max. working pressure at 20C,,,,,,EMR,Max. working pressure at 20C,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Exit voltage analog,STRING,2,3326,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Exit voltage analog,EMR Exit voltage analog,,,,,,EMR,Exit voltage analog,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Actuating control,STRING,2,3327,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Actuating control,EMR Actuating control,,,,,,EMR,Actuating control,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Switching principle,STRING,2,3328,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Switching principle,EMR Switching principle,,,,,,EMR,Switching principle,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Actuating element,STRING,2,3329,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Actuating element,EMR Actuating element,,,,,,EMR,Actuating element,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Operational voltage AC at 50 Hz,STRING,2,3330,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Operational voltage AC at 50 Hz,EMR Operational voltage AC at 50 Hz,,,,,,EMR,Operational voltage AC at 50 Hz,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Operational voltage AC at 60 Hz,STRING,2,3331,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Operational voltage AC at 60 Hz,EMR Operational voltage AC at 60 Hz,,,,,,EMR,Operational voltage AC at 60 Hz,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR DC operating voltage,STRING,2,3332,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,DC operating voltage,EMR DC operating voltage,,,,,,EMR,DC operating voltage,TRUE,50,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Flow Accuracy,STRING,1,3333,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Flow Accuracy,EMR Flow Accuracy,,,,,,EMR,Flow Accuracy,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Density Accuracy Lookup Table,,TRUE
EMR Density Accuracy,STRING,1,3334,TRUE,FALSE,TRUE,TRUE,,TRUE,,,,-1,Density Accuracy,EMR Density Accuracy,,,,,,EMR,Density Accuracy,TRUE,50,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Output Wattage Lookup Table,,TRUE
EMR Output Wattage,STRING,2,3335,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Output Wattage,EMR Output Wattage,,,,,,EMR,Output Wattage,TRUE,1,0,200,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,,,FALSE
EMR Family,STRING,1,3336,TRUE,TRUE,TRUE,TRUE,,FALSE,,,,-1,Family,EMR Family,,,,,,EMR,Family,TRUE,1,0,200,LOOKUP_TABLE,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Extended_Attributes,Family Lookup Table,TRUE,TRUE
EMR Find a Pro Installer CTA,STRING,2,3302,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Find a Pro Installer,EMR Find a Pro Installer CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR Request More Information CTA,STRING,2,3337,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Request More Information,EMR Request More Information CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR Update Professional Version CTA,STRING,2,3338,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Update Professional Version,EMR Update Professional Version CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR Technology Overview CTA,STRING,2,3339,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Technology Overview,EMR Technology Overview CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
EMR Calculate Line Size CTA,STRING,2,3340,TRUE,FALSE,FALSE,FALSE,,FALSE,,,,-1,Calculate Line Size,EMR Calculate Line Size CTA,,,,,,EMR,,FALSE,1,0,,,Attribute_Dictionary_Descriptive_Attributes_All_EMR_Core_Attributes,,,FALSE
